bagID_stemburo,50PLUS,Aan. & Een.,Actief,Ad Bos Collectief,Al.V&D,Amersfoort 2014,Amersfoort Anders,Anti Euro Partij,Anti Europa Partij,Artikel 1,Artikel 50,Belangen Gemeenschap,Blanco lijst Chel,Burger Partij Amersfoort,Christen Democratisch Appél,ChristenUnie,ChristenUnie-Staatkundig Gereformeerde Partij,Continue Directe Democratie Partij,DENK,De Burger Beweging,De Conservatieven.nl,De Groenen,Democraten 66,Democratisch Europa,Democratisch Politiek Keerpunt,Eerlijk.EU,Europa Transparant,Europa Voordelig! & Duurzaam,Europese Klokkenluiders Partij,EénNL,Forum voor Democratie,GeenPeil,GroenLinks,Hart voor Amersfoort,Heel NL,IQ-Partij,Islam Democraten,Jezus Leeft,Jouw Amersfoort,Leefbaar Amersfoort,Leefbaar Europa,Leefbaar Nederland,Leefbaar Provincie Utrecht,Liberaal Democratische Partij,Liberale Partij,Libertarische Partij,Libertas,Lijst 14,Lijst Lashkari,Lijst Pim Fortuyn,Lijst Ratelband,Lijst Özcan,MenS en Spirit / Basisinkomen Partij / V-R,Mooi Utrecht,Nederland Duurzaam,Nederland Lokaal,Nederland Transparant,Nederlandse Middenstands Partij,Newropeans,Niet Stemmers,Nieuw Nederland,Nieuw Rechts,Nieuwe Communistische Partij-NCPN,Nieuwe Wegen,OPA,Ondernemers Partij,Partij van de Arbeid,Partij van de Toekomst,Partij van het Noorden,Partij voor Europese Politiek,Partij voor Mens en Spirit,Partij voor Nederland,Partij voor de Dieren,Partij voor de Vrijheid,Partij één,Piratenpartij,Prov@i-b,Respect.Nu,Socialistische Partij,Soeverein Onafhankelijke Pioniers Nederland,Solidara,Staatkundig Gereformeerde Partij,StemNL,Trots op Nederland,Verenigde Senioren Partij,Vereniging LEF,Volkspartij voor Vrijheid en Democratie,VoorNederland,Vooruitstrevende Integratie Partij-Ouderen Unie,Vrede en Recht,Vrije Indische Partij-Ouderen Unie,Vrijzinnige Partij,dNU,cbs_gemeentecode,cbs_gemeente,verkiezing,cbs_wijkcode,stemburo,partij,aantal_stemmen
0307010000443940,4.0,,,,,,,,0.0,,,,,49.0,43.25,91.25,,,,,,,30.0,,0.0,,,,,,,,24.75,,5.0,,,,,,,,3.0,0.0,,0.0,,,0.0,,,,,0.0,,0.0,,,,,2.0,,0.0,,,,63.0,0.0,,,2.5,,10.333333333333334,42.333333333333336,6.0,4.5,,,36.75,0.0,,8.0,,6.0,,7.0,126.0,,,,,,,GM0307,Amersfoort,GR2010,WK030728,Schoolgebouw Het Zwaluwnest,Burger Partij Amersfoort,1948
0307010000445418,,,,,0.0,,,,,,,,,,270.0,45.0,,,,,0.0,,138.0,,,,,,,,,,148.0,,,,,,,,,3.0,,,,,,,,36.0,1.0,,,,0.0,,,,,,,,2.0,,,,384.0,0.0,,,,,10.0,,,,,,111.0,,,19.0,,,,,330.0,,0.0,,,,,GM0307,Amersfoort,TK2003,WK030717,Schoolgebouw School op de Berg,Al.V&D,1497
0307010000445473,10.25,0.0,2.0,2.0,0.0,62.5,18.0,0.0,1.0,,3.0,0.0,3.0,107.25,185.30769230769232,89.08333333333333,69.0,0.0,6.0,,0.0,0.0,135.0,,3.0,1.0,,,,10.0,,,63.92307692307692,,5.0,0.0,0.0,2.0,64.0,,,14.0,3.0,2.0,1.0,2.0,,1.0,2.0,55.666666666666664,2.0,,,10.0,0.0,0.0,1.0,0.0,,,2.0,,0.6666666666666666,,11.0,,146.23076923076923,1.0,,,2.5,0.0,19.0,66.66666666666667,6.0,7.333333333333333,0.0,,67.92307692307692,1.0,,5.666666666666667,,13.5,0.5,7.0,288.46153846153845,,0.0,3.0,1.0,1.0,,GM0307,Amersfoort,EP2014,WK030724,Schoolgebouw De Malelande,50PLUS,14177
0307010000446194,12.0,0.0,,,,13.0,6.0,0.0,,,3.0,58.0,,10.0,24.333333333333332,43.5,49.0,,,,,0.0,65.66666666666667,,,2.0,,,,,,,25.0,,,0.0,,0.5,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,6.0,,63.666666666666664,,,,,,14.0,24.5,,1.0,0.0,,59.666666666666664,,,9.0,,,,,21.666666666666668,,,,,0.0,,GM0307,Amersfoort,EP2014,WK030706,Schoolgebouw De Parel,50PLUS,1127
0307010000447384,11.0,0.0,8.0,1.0,0.0,19.0,10.0,0.0,0.0,2.0,3.0,72.0,0.0,69.0,127.875,69.28571428571429,73.0,0.0,223.5,0.0,0.0,0.0,57.4,2.0,0.0,0.0,49.0,,,1.0,6.0,0.0,96.0,14.0,5.0,0.0,30.0,1.3333333333333333,42.0,96.0,2.0,12.0,2.0,0.0,2.0,0.0,,0.0,6.0,68.75,0.0,119.0,0.0,4.0,6.5,0.0,0.0,0.0,,1.0,2.0,0.0,3.0,0.0,15.0,0.0,204.4375,0.3333333333333333,0.0,,3.0,2.0,20.5,59.42857142857143,6.0,7.25,1.0,1.0,88.75,3.0,,15.0,0.0,13.0,2.0,7.0,86.1875,1.0,1.0,1.0,7.0,1.0,8.0,GM0307,Amersfoort,EP2004,WK030713,ABC School Het Scala,Christen Democratisch Appél,14229
0307010000447916,14.0,,7.0,,,52.0,,,,1.0,,,1.0,26.0,80.5,84.0,,,44.5,0.0,,,166.0,,,,,,,,7.0,0.0,111.0,,,,,0.0,,,,,,,,0.0,,,,,,,0.0,,,,,,,0.0,,,,2.0,,1.0,66.0,,,,,,29.0,47.0,,3.0,,,39.0,,,24.0,0.0,,,,147.5,0.0,,7.0,,0.0,,GM0307,Amersfoort,GR2018,WK030715,Schoolgebouw Corderiuscollege,Actief,1722
0307010000448376,23.333333333333332,2.0,12.0,,,101.5,42.0,1.0,,2.0,4.0,4.0,2.0,106.0,141.0,151.25,113.0,,13.0,2.0,,7.0,259.0,,,0.0,,,,,47.0,2.0,144.0,,,0.0,,2.0,,,,,,1.0,4.0,0.0,,,,,,,1.0,,,,,,,3.0,,,,3.0,29.0,1.0,117.4,,,,,,63.0,104.0,,6.5,9.0,,116.2,,,15.333333333333334,0.0,,,,218.8,4.0,,11.0,,0.5,,GM0307,Amersfoort,EP2014,WK030721,Gymzaal Dopheide,50PLUS,6971
0307010000450307,27.8,0.0,4.0,0.0,1.0,50.0,10.0,1.0,0.0,4.0,1.0,4.0,4.0,96.2,194.5625,153.28571428571428,126.5,0.0,17.0,2.0,0.0,0.0,57.13333333333333,1.0,1.0,0.0,57.0,,,8.0,14.0,0.0,73.125,32.0,5.0,0.0,4.0,1.6666666666666667,67.0,67.0,0.0,14.5,2.0,1.6666666666666667,0.0,0.0,,0.0,1.0,61.75,1.0,12.0,0.0,12.5,0.0,0.0,1.0,0.0,,0.0,2.0,1.0,2.0,0.0,33.0,1.0,180.625,0.6666666666666666,1.0,,3.0,1.0,21.2,67.14285714285714,6.0,4.25,3.0,0.0,96.375,0.0,,15.272727272727273,0.0,10.0,4.0,7.0,113.9375,1.0,1.0,2.0,6.0,0.5,1.0,GM0307,Amersfoort,EP2004,WK030708,Woon- en Zorgcentrum De Koperhorst,Christen Democratisch Appél,16139
0307010000450586,15.6,0.0,7.0,0.0,0.0,38.5,15.0,1.0,0.0,1.0,0.0,18.0,1.0,83.4,180.0,105.78571428571429,81.5,1.0,37.0,2.0,0.0,1.0,86.0,2.0,0.0,2.0,47.0,,,9.0,12.0,0.0,99.5,35.0,5.0,0.0,1.0,1.3333333333333333,92.0,76.0,2.0,7.0,0.0,0.3333333333333333,1.0,0.0,,0.0,3.0,55.25,0.0,23.0,1.0,10.5,0.5,1.0,0.0,0.0,,1.0,2.0,5.0,3.6666666666666665,2.0,18.0,0.0,179.125,0.0,0.0,,3.5,0.0,28.8,59.857142857142854,6.0,7.0,0.0,1.0,90.1875,0.0,,16.545454545454547,0.0,10.0,1.5,7.0,121.375,1.0,0.0,5.0,1.0,1.5,9.0,GM0307,Amersfoort,EP2004,WK030714,Woon- en Zorgcentrum Nijenstede,Christen Democratisch Appél,15943
0307010000452058,10.6,1.0,4.0,,,52.5,7.0,1.0,0.0,0.0,3.0,3.0,2.0,62.0,66.55555555555556,100.0,88.0,,16.0,0.0,,2.0,110.66666666666667,,0.0,3.0,,,,,13.0,1.0,77.88888888888889,,5.0,0.0,,0.3333333333333333,,,,,1.0,0.0,0.0,0.5,,,2.0,,,,1.0,1.0,,0.0,,,,2.0,2.0,,2.0,1.0,14.0,1.0,85.88888888888889,1.0,,,2.0,,23.0,46.833333333333336,6.0,4.0,1.0,,50.0,1.0,,14.333333333333334,0.0,7.0,,7.0,102.66666666666667,2.0,,5.0,,0.5,,GM0307,Amersfoort,EP2014,WK030714,Kerkgebouw De Kandelaar,50PLUS,6344
0307010000452611,12.5,,,,,,,,0.0,,,,,122.0,54.75,49.0,,,,,,,41.5,,0.0,,,,,,,,49.75,,5.0,,,,,,,,1.0,0.0,,0.0,,,5.0,,,,,2.0,,1.0,,,,,2.0,,2.0,,,,197.5,1.0,,,2.5,,18.333333333333332,77.66666666666667,6.0,4.5,,,70.75,5.0,,11.0,,15.5,,7.0,72.25,,,,,,,GM0307,Amersfoort,GR2010,WK030710,Wijkcentrum De Groene Stee,Burger Partij Amersfoort,2692
0307010000452617,10.8,0.0,12.0,1.0,,42.5,18.0,1.0,0.0,1.0,2.0,9.0,2.0,66.75,82.66666666666667,74.45454545454545,52.0,1.0,32.0,2.0,,5.0,198.1818181818182,,1.0,1.0,,,,4.0,28.0,3.0,175.41666666666666,,5.0,1.0,0.0,0.3333333333333333,65.0,,,,4.0,0.0,2.0,1.5,,0.0,7.0,0.0,,,0.0,10.0,,0.0,0.0,,,0.0,2.0,,1.0,5.0,4.0,5.0,153.0,0.0,,,3.0,1.0,43.125,47.714285714285715,6.0,12.5,4.0,,100.58333333333333,2.0,,6.625,0.0,7.5,0.0,7.0,155.33333333333334,3.0,,9.0,,1.0,,GM0307,Amersfoort,EP2014,WK030718,Station NS Hoofdingang,50PLUS,12579
0307010000454219,23.0,0.0,9.0,0.0,1.0,46.0,7.0,1.0,0.0,0.0,0.0,1.0,2.0,100.8,299.5,38.642857142857146,28.5,0.0,3.5,0.0,1.0,1.0,136.93333333333334,0.0,3.0,2.0,29.0,,,3.0,18.0,0.0,33.5,302.0,5.0,0.0,0.0,1.0,51.0,79.0,3.0,11.0,0.0,0.6666666666666666,0.0,1.5,,0.0,0.0,49.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,,1.0,2.0,1.0,1.0,1.0,12.0,0.0,79.125,0.6666666666666666,0.0,,2.0,0.0,15.0,94.85714285714286,6.0,5.0,4.0,0.0,65.75,1.0,,4.7272727272727275,0.0,13.5,1.0,7.0,186.0625,3.0,0.0,9.0,0.0,0.5,7.0,GM0307,Amersfoort,EP2004,WK030726,Woon- en Zorgcentrum St. Jozef,Christen Democratisch Appél,15749
0307010000457161,15.0,0.0,11.0,,,34.5,11.0,2.0,,2.0,1.0,2.0,2.0,32.5,45.4,54.5,49.0,,6.5,0.0,,0.0,55.2,,,3.0,,,,,10.0,0.0,30.8,,,0.0,,0.6666666666666666,,,,,,1.0,0.0,0.0,,,,,,,0.0,,,,,,,3.0,,,,3.0,13.0,2.0,30.8,,,,,,12.0,48.0,,2.0,0.0,,40.4,,,6.0,0.0,,,,59.6,0.0,,1.0,,0.0,,GM0307,Amersfoort,EP2014,WK030720,Schoolgebouw De Zonnewijzer,50PLUS,2041
0307010000457535,20.4,1.0,14.0,2.0,0.0,40.0,9.0,0.0,0.0,1.0,1.0,3.0,0.0,106.0,131.73333333333332,64.6923076923077,54.5,0.0,7.5,0.0,0.0,0.0,80.71428571428571,2.0,0.0,3.0,82.0,,,13.0,17.0,0.0,62.8,,5.0,0.0,0.0,1.6666666666666667,101.0,,1.0,10.0,4.0,0.0,0.0,0.5,,0.0,7.0,31.25,0.0,,0.0,11.5,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,2.0,0.0,29.0,2.0,155.26666666666668,1.0,1.0,,3.0,1.0,22.8,65.42857142857143,6.0,5.5,3.0,0.0,88.0,2.0,,4.7,0.0,14.5,4.5,7.0,165.6,4.0,0.0,6.0,2.0,0.0,,GM0307,Amersfoort,EP2004,WK030721,PopUp stembureau Het Pluspunt,Christen Democratisch Appél,13067
0307010000459995,11.0,,,,,,,,,,,,,,52.0,40.0,,,,,,,127.0,,,,,,,,,,110.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,156.0,,,,,,10.0,50.0,,,,,82.0,,,0.0,,,,,208.0,,,,,,,GM0307,Amersfoort,PS2011,WK030721,MFC de Boomfontein,50PLUS,848
0307010000461827,23.4,0.0,8.0,1.0,0.0,40.0,20.0,2.0,0.0,1.0,0.0,8.0,1.0,90.4,133.125,88.35714285714286,68.5,0.0,10.0,0.0,0.0,0.0,119.86666666666666,5.0,0.0,2.0,68.0,,,5.0,18.0,0.0,130.6875,45.0,5.0,0.0,0.0,0.6666666666666666,111.0,95.0,2.0,14.5,2.0,0.3333333333333333,1.0,0.5,,0.0,1.0,86.0,2.0,10.0,1.0,9.5,0.0,0.0,1.0,0.0,,0.0,2.0,0.0,2.3333333333333335,3.0,28.0,2.0,202.1875,1.3333333333333333,1.0,,4.0,0.0,36.0,84.28571428571429,6.0,5.25,1.0,0.0,108.75,1.0,,22.545454545454547,0.0,13.0,3.5,7.0,159.8125,2.0,0.0,0.0,3.0,1.0,7.0,GM0307,Amersfoort,EP2004,WK030716,Martuskerk,Christen Democratisch Appél,17741
0307010000466669,24.0,0.0,11.0,,,32.0,7.0,1.0,0.0,1.0,0.0,8.0,3.0,65.0,63.333333333333336,76.25,74.0,,20.5,0.0,,0.0,63.333333333333336,,1.0,0.0,,,,,10.0,0.0,51.44444444444444,,5.0,1.0,,0.6666666666666666,,,,,3.0,0.0,1.0,0.0,,,0.0,,,,0.0,1.0,,0.0,,,,0.0,2.0,,1.0,0.0,15.0,0.0,77.22222222222223,0.0,,,2.0,,24.333333333333332,69.66666666666667,6.0,6.0,1.0,,73.33333333333333,0.0,,6.833333333333333,0.0,6.5,,7.0,80.77777777777777,3.0,,4.0,,0.0,,GM0307,Amersfoort,EP2014,WK030709,Kerkelijk Centrum De Hoeksteen,50PLUS,5529
0307010000467859,10.8,1.0,3.0,2.0,0.0,28.5,11.0,0.0,0.0,2.0,4.0,3.0,2.0,57.2,88.625,38.214285714285715,29.0,0.0,3.5,1.0,0.0,0.0,78.8,1.0,0.0,0.0,25.0,,,2.0,13.0,2.0,55.375,7.0,5.0,0.0,0.0,2.3333333333333335,66.0,23.0,0.0,3.0,2.0,0.3333333333333333,1.0,0.5,,0.0,1.0,17.5,0.0,4.0,1.0,6.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,2.3333333333333335,2.0,4.0,1.0,83.8125,0.0,0.0,,2.5,0.0,16.5,38.0,6.0,5.25,1.0,0.0,49.9375,0.0,,5.636363636363637,0.0,5.0,0.5,7.0,113.625,1.0,0.0,1.0,1.0,1.0,1.0,GM0307,Amersfoort,EP2004,WK030702,Seniorenflat Otto Scheltus,Christen Democratisch Appél,9287
0307010000468689,,,9.0,,,23.0,,,,,,,0.0,29.0,48.0,40.0,,,36.0,,,,44.0,,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,37.0,,,9.0,,,,,33.0,,,1.0,,,,GM0307,Amersfoort,GR2018,WK030713,Undineflat,Actief,380
0307010000469477,11.0,,2.0,,,15.0,,,,1.0,,,3.0,17.0,42.5,36.0,,,125.5,1.0,,,114.0,,,,,,,,5.0,0.0,80.5,,,,,0.0,,,,,,,,0.0,,,,,,,1.0,,,,,,,1.0,,,,3.0,,0.0,44.0,,,,,,30.0,70.0,,8.0,,,53.0,,,5.5,0.0,,,,48.5,2.0,,6.0,,0.0,,GM0307,Amersfoort,GR2018,WK030706,Apostolisch Genootschap,Actief,1275
0307010000470669,8.6,2.0,9.0,0.0,0.0,45.5,32.0,1.0,0.0,0.0,8.0,0.0,11.0,92.0,209.3125,67.14285714285714,47.5,0.0,0.5,0.0,0.0,0.0,235.13333333333333,4.0,0.0,2.0,113.0,,,7.0,15.0,1.0,113.125,112.0,5.0,0.0,0.0,0.6666666666666666,214.0,110.0,1.0,8.0,1.0,1.6666666666666667,2.0,1.5,,0.0,5.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,1.0,0.0,5.0,0.0,154.9375,0.0,1.0,,4.0,1.0,27.7,39.42857142857143,6.0,5.25,4.0,0.0,48.625,1.0,,11.454545454545455,0.0,4.5,1.0,7.0,480.5,2.0,0.0,3.0,0.0,0.0,3.0,GM0307,Amersfoort,EP2004,WK030718,Bergkerk,Christen Democratisch Appél,22881
0307010000470831,17.2,1.0,2.0,6.0,1.0,39.5,22.0,2.0,0.0,2.0,3.0,16.0,1.0,82.2,195.6875,107.71428571428571,107.5,0.0,40.5,0.0,1.0,2.0,108.46666666666667,0.0,0.0,0.0,90.0,,,11.0,15.0,0.0,124.125,44.0,5.0,0.0,0.0,1.3333333333333333,102.0,87.0,4.0,13.5,4.0,0.6666666666666666,0.0,0.0,,1.0,0.0,70.25,5.0,27.0,1.0,13.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,4.0,1.0,16.0,0.0,184.75,1.0,0.0,,4.5,0.0,34.2,63.42857142857143,6.0,6.0,2.0,0.0,90.625,3.0,,36.09090909090909,0.0,7.5,3.5,7.0,176.375,1.0,0.0,10.0,3.0,2.5,2.0,GM0307,Amersfoort,EP2004,WK030716,Woon- en Zorgcentrum De Amerhorst,Christen Democratisch Appél,18459
0307010000472707,29.0,2.0,6.0,3.0,0.0,30.0,20.0,1.0,0.0,5.0,1.0,56.0,4.0,90.0,129.4375,71.07142857142857,61.0,0.0,114.0,0.0,0.0,0.0,50.4,1.0,1.0,0.0,35.0,,,4.0,9.0,2.0,52.75,26.0,5.0,0.0,7.0,0.6666666666666666,44.0,76.0,2.0,13.0,0.0,0.6666666666666666,0.0,0.0,,0.0,2.0,74.25,0.0,34.0,1.0,5.0,1.5,0.0,0.0,0.0,,2.0,2.0,0.0,2.0,1.0,34.0,0.0,160.25,0.3333333333333333,0.0,,4.0,0.0,18.5,80.14285714285714,6.0,4.5,2.0,1.0,72.875,2.0,,13.727272727272727,0.0,8.5,3.5,7.0,84.875,2.0,0.0,8.0,3.0,1.0,2.0,GM0307,Amersfoort,EP2004,WK030710,Woon- en Zorgcentrum De Liendert,Christen Democratisch Appél,12474
0307010000474855,5.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,31.8,124.625,9.5,10.5,0.0,0.0,0.0,0.0,0.0,16.733333333333334,0.0,0.0,0.0,18.0,,,5.0,1.0,0.0,11.5625,8.0,5.0,0.0,0.0,0.0,9.0,16.0,0.0,2.0,1.0,0.0,1.0,0.5,,0.0,0.0,11.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,3.0,0.0,12.3125,0.0,0.0,,2.0,0.0,4.4,24.714285714285715,6.0,3.5,1.0,1.0,8.0625,1.0,,9.0,0.0,5.0,0.5,7.0,58.3125,3.0,0.0,0.0,0.0,0.0,0.0,GM0307,Amersfoort,EP2004,WK030727,Café De Plank,Christen Democratisch Appél,4543
0307010000474911,,,,0.0,1.0,,,,,,,,,188.5,453.42857142857144,78.0,60.0,0.0,,,0.0,,56.5,0.0,,,48.0,,,8.0,,,87.28571428571429,41.0,,,0.0,,59.0,123.0,2.0,19.5,,0.0,,,,0.0,,78.5,1.0,4.0,,37.0,0.0,,0.0,0.0,,,,5.0,0.0,,,,229.28571428571428,0.0,0.0,,,0.0,21.25,95.0,,,,0.0,111.71428571428571,,,6.4,,,1.0,,245.71428571428572,,0.0,,1.0,,3.0,GM0307,Amersfoort,EP2004,WK030719,Partycentrum Het Hoogh Landt,Christen Democratisch Appél,10036
0307010000475317,18.4,0.0,7.0,3.0,0.0,82.5,13.0,1.0,0.0,2.0,2.0,3.0,3.0,94.0,164.75,118.35714285714286,87.0,0.0,7.5,0.0,0.0,0.0,105.66666666666667,0.0,3.0,3.0,53.0,,,13.0,22.0,1.0,80.8125,51.0,5.0,0.0,0.0,0.6666666666666666,68.0,137.0,1.0,17.0,5.0,0.0,1.0,0.0,,0.0,2.0,68.25,1.0,9.0,0.0,7.0,0.5,1.0,0.0,0.0,,0.0,2.0,2.0,1.3333333333333333,1.0,31.0,0.0,176.5,0.6666666666666666,0.0,,3.0,0.0,19.8,70.71428571428571,6.0,5.25,5.0,0.0,89.75,2.0,,5.636363636363637,0.0,14.5,0.5,7.0,196.25,0.0,1.0,8.0,0.0,3.5,10.0,GM0307,Amersfoort,EP2004,WK030720,Kerkgebouw De Lichtkring,Christen Democratisch Appél,17121
0307010000477658,26.6,0.0,5.0,2.0,0.0,32.5,20.0,0.0,0.0,2.0,0.0,5.0,4.0,94.6,61.5,60.285714285714285,46.5,0.0,14.0,1.0,1.0,1.0,53.733333333333334,0.0,1.0,3.0,20.0,,,4.0,15.0,2.0,68.875,22.0,5.0,2.0,1.0,1.3333333333333333,40.0,128.0,0.0,21.0,4.0,0.0,3.0,1.5,,2.0,1.0,118.0,1.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.6666666666666665,1.0,32.0,2.0,154.3125,4.0,0.0,,2.5,0.0,34.9,161.85714285714286,6.0,6.0,2.0,0.0,148.3125,4.0,,15.0,2.0,21.5,4.0,7.0,66.875,11.0,0.0,7.0,0.0,0.0,5.0,GM0307,Amersfoort,EP2004,WK030703,Schoolgebouw De Kubus,Christen Democratisch Appél,13109
0307010000478417,14.8,1.0,,,0.0,35.0,17.0,1.0,0.0,1.0,6.0,0.0,,71.66666666666667,88.58333333333333,53.6,35.5,,8.0,0.0,0.0,1.0,150.41666666666666,0.0,1.0,1.0,49.0,,,,24.0,1.0,159.83333333333334,25.0,5.0,0.0,,0.6666666666666666,,69.0,0.0,15.0,2.0,0.0,1.0,0.5,,,7.0,57.333333333333336,0.0,7.0,1.0,3.0,0.0,0.0,,0.0,,0.0,2.0,0.0,2.5,2.0,18.0,0.0,171.91666666666666,1.0,0.0,,3.0,,30.0,51.333333333333336,6.0,5.25,0.0,0.0,89.16666666666667,2.0,,9.875,0.0,7.0,1.0,7.0,149.16666666666666,4.0,0.0,,0.0,0.0,6.0,GM0307,Amersfoort,EP2004,WK030715,Sportfondsenbad,Christen Democratisch Appél,11800
0307010000482319,12.25,0.0,13.0,0.0,0.0,76.5,21.0,0.0,0.0,2.0,0.0,6.0,3.0,96.25,153.92857142857142,129.16666666666666,22.5,0.0,22.5,0.0,1.0,0.0,89.15384615384616,0.0,2.0,0.0,58.0,,,16.0,25.0,1.0,62.214285714285715,,5.0,0.0,1.0,0.0,55.0,,2.0,18.0,0.0,0.3333333333333333,,0.5,,0.0,2.0,60.75,0.0,,0.0,4.5,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.3333333333333335,0.0,20.0,1.0,141.64285714285714,0.0,0.0,,2.0,0.0,17.333333333333332,65.33333333333333,6.0,5.25,,0.0,66.5,0.0,,12.444444444444445,0.0,9.0,2.0,7.0,240.0,8.0,0.0,2.0,0.0,0.0,,GM0307,Amersfoort,EP2004,WK030724,Kerkgebouw De Boogkerk,Christen Democratisch Appél,13949
0307010000484368,19.0,0.0,4.0,,,34.0,10.0,1.0,0.0,4.0,2.0,4.0,0.0,49.0,49.666666666666664,41.5,34.0,,9.5,0.0,,0.0,54.55555555555556,,0.0,1.0,,,,,7.0,0.0,35.333333333333336,,5.0,0.0,,1.0,,,,,2.0,0.0,0.0,0.0,,,3.0,,,,0.0,0.0,,0.0,,,,0.0,2.0,,1.0,4.0,16.0,0.0,68.11111111111111,0.0,,,2.0,,16.666666666666668,55.5,6.0,8.0,1.0,,59.333333333333336,1.0,,6.166666666666667,0.0,10.5,,7.0,63.55555555555556,1.0,,1.0,,0.5,,GM0307,Amersfoort,EP2014,WK030720,Overseldert,50PLUS,4284
0307010000485875,26.6,0.0,29.0,1.0,0.0,34.5,17.0,0.0,0.0,2.0,3.0,6.0,2.0,93.0,131.125,73.57142857142857,63.0,0.0,13.0,0.0,0.0,2.0,94.6,2.0,0.0,2.0,23.0,,,6.0,17.0,0.0,94.9375,23.0,5.0,1.0,1.0,0.0,78.0,133.0,1.0,15.0,2.0,0.3333333333333333,1.0,0.5,,0.0,2.0,78.5,1.0,5.0,0.0,12.0,0.5,1.0,0.0,0.0,,1.0,2.0,2.0,3.6666666666666665,1.0,44.0,2.0,191.6875,1.0,0.0,,2.5,3.0,36.0,87.14285714285714,6.0,5.5,3.0,1.0,116.5625,1.0,,23.0,0.0,9.0,4.5,7.0,112.125,4.0,0.0,5.0,0.0,0.5,3.0,GM0307,Amersfoort,EP2004,WK030703,Woon- en Zorgcentrum Puntenburg,Christen Democratisch Appél,15725
0307010000487840,3.4,0.0,2.0,0.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,6.8,27.1875,12.5,10.5,0.0,3.0,0.0,1.0,0.0,18.0,0.0,1.0,0.0,4.0,,,1.0,3.0,0.0,22.125,2.0,5.0,1.0,0.0,1.3333333333333333,6.0,8.0,0.0,1.5,0.0,0.3333333333333333,1.0,0.0,,0.0,0.0,6.75,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.0,,0.0,20.0,1.0,1.3333333333333333,1.0,3.0,0.0,38.9375,1.0,0.0,,6.0,1.0,11.4,14.714285714285714,10.0,5.5,0.0,1.0,24.6875,1.0,,6.0,0.0,10.5,1.0,15.0,20.0625,1.0,0.0,3.0,0.0,0.0,1.0,GM0307,Amersfoort,EP2004,WK030705,Zon en Schild,Christen Democratisch Appél,3144
0307010000491717,17.5,,,,,,,,0.0,,,,,100.0,57.25,48.0,,,,,,,43.5,,0.0,,,,,,,,30.25,,5.0,,,,,,,,1.0,0.0,,1.0,,,4.0,,,,,1.0,,0.0,,,,,2.0,,0.0,,,,112.5,0.0,,,3.5,,15.333333333333334,63.333333333333336,6.0,5.5,,,62.0,2.0,,6.333333333333333,,13.5,,7.0,91.5,,,,,,,GM0307,Amersfoort,GR2010,WK030720,Wijkcentrum Het Middelpunt,Burger Partij Amersfoort,2244
0307010000492548,15.0,,,1.0,0.0,24.0,11.0,,0.0,,,0.0,,84.25,123.15384615384616,59.916666666666664,44.0,0.0,,,0.0,,116.66666666666667,6.0,1.0,,52.0,,,1.0,,,122.23076923076923,61.0,5.0,,0.0,4.0,55.0,57.0,1.0,10.5,2.0,1.0,2.0,3.0,,0.0,1.0,47.0,1.0,13.0,,14.0,0.0,0.0,0.0,0.0,,,2.0,3.0,1.3333333333333333,,25.0,,148.3846153846154,0.0,0.0,,3.0,0.0,35.625,51.2,6.0,4.5,5.0,0.0,93.07692307692308,4.0,,14.88888888888889,,7.0,4.0,7.0,170.23076923076923,,0.0,,2.0,0.0,2.0,GM0307,Amersfoort,EP2004,WK030725,PopUp stembureau ROC Midden-Nederland Disketteweg,Christen Democratisch Appél,12399
0307010000493142,,,8.0,,,20.0,,,,,,,2.0,14.0,45.0,47.0,,,1.0,,,,44.0,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,38.0,,,28.0,,,,,70.0,,,1.0,,,,GM0307,Amersfoort,GR2018,WK030715,De Eemgaarde,Actief,386
